0	all my sons have grown up with computer games but im not interested i see them as a male thing	place ##holder	a	b	DET DET NOUN AUX VERB ADP ADP NOUN NOUN CCONJ PROPN PART ADJ PRON VERB PRON SCONJ DET ADJ NOUN	predet poss nsubj aux ROOT prt prep compound pobj cc nsubj neg ROOT nsubj ROOT dobj prep det amod pobj
949	advice ##for ##you ##ng ##fe ##mini ##sts be sure to employ double standards to excuse your big ##ot ##ry no one will notice	place ##holder	a	b	NOUN NOUN NOUN NOUN NOUN NOUN NOUN VERB ADJ PART VERB ADJ NOUN PART VERB DET NOUN NOUN NOUN DET NOUN VERB VERB	nsubj nsubj nsubj nsubj nsubj nsubj nsubj ROOT acomp aux xcomp amod dobj aux advcl poss dobj dobj dobj det nsubj aux ROOT
951	just met this beautiful girl she said she ##s a brain surgeon i was shocked i didn ##t know girls could be good at sarcasm	place ##holder	a	b	ADV VERB DET ADJ NOUN PRON VERB NOUN NOUN DET NOUN NOUN PRON AUX VERB PRON VERB VERB NOUN NOUN VERB AUX ADJ ADP NOUN	advmod ROOT det amod dobj nsubj ROOT ccomp ccomp det compound dobj nsubj ROOT acomp nsubj ROOT ROOT ROOT nsubj aux ccomp acomp prep pobj
954	rt im not sex ##ist but girls get more attention when they t ##wee ##t that ##s why they have 83 ##20 ##57 ##23 ##8 ##k followers rt ##s and fa ##ves	place ##holder	a	b	PROPN PROPN PART ADJ ADJ CCONJ NOUN VERB ADJ NOUN ADV PRON VERB VERB VERB NOUN NOUN ADV PRON AUX NUM NUM NUM NUM NUM NUM NOUN NOUN NOUN CCONJ NOUN NOUN	compound npadvmod neg ROOT ROOT cc nsubj ROOT amod dobj advmod nsubj advcl advcl advcl dobj dobj advmod nsubj advcl dobj dobj dobj dobj dobj dobj nsubj ccomp ccomp cc conj conj
955	rt you can call me sex ##ist or whatever but there ##s just something bout women drivers that bug me	place ##holder	a	b	PROPN PRON VERB VERB PRON NOUN NOUN CCONJ DET CCONJ VERB VERB ADV PRON NOUN NOUN NOUN DET VERB PRON	intj nsubj aux ROOT dobj oprd oprd cc conj cc conj conj advmod dobj compound compound npadvmod nsubj relcl dobj
956	woman are a fi ##ckle and shallow gender only a few get thumbs up from me most woman prove this stereo ##type daily	place ##holder	a	b	NOUN AUX DET ADJ ADJ CCONJ ADJ NOUN ADV DET ADJ NOUN NOUN ADP ADP PRON ADJ NOUN VERB DET NOUN NOUN ADV	nsubj ROOT det nmod nmod cc conj attr advmod quantmod nummod dobj conj prt prep pobj amod nsubj ROOT det dobj dobj advmod
957	feminism has abused the words sex ##ism and rape so much they means nothing now so go on do f off	place ##holder	a	b	NOUN AUX VERB DET NOUN NOUN NOUN CCONJ NOUN ADV ADV PRON VERB PRON ADV ADV VERB ADP AUX X ADP	nsubj aux ROOT det compound dobj dobj cc conj advmod advmod nsubj conj dobj advmod advmod ROOT prt compound npadvmod prt
958	where ##s the logic i can expect a man to cheat but a woman ur a whore b sorry u are	place ##holder	a	b	NOUN NOUN DET NOUN PRON VERB VERB DET NOUN PART VERB CCONJ DET NOUN ADP DET NOUN NOUN NOUN NOUN AUX	ROOT ROOT det dobj nsubj aux ROOT det nsubj aux ccomp cc det conj prep det compound ROOT ROOT nsubj ROOT
959	bitch ##es still come chill sex this ka ##pl ##ow	place ##holder	a	b	NOUN NOUN ADV VERB NOUN NOUN DET NOUN NOUN NOUN	nsubj nsubj advmod ROOT compound attr det npadvmod npadvmod npadvmod
960	what ##s the over under on how many dick ##s erin a colleen d and rachel n had to suck to get on espn	place ##holder	a	b	VERB VERB DET NOUN ADV ADP ADV ADJ NOUN NOUN PROPN DET NOUN PROPN CCONJ PROPN PROPN AUX PART VERB PART AUX ADP NOUN	nsubj nsubj det advmod prep prep advmod nsubj pcomp pcomp dobj det nmod nsubj cc compound conj ROOT aux xcomp aux advcl prep pobj
963	my wife is going to work today bea ##ca ##use she is no lazy liberal woman looking for a day off ada ##y ##with ##out ##wo ##men mag ##a	place ##holder	a	b	DET NOUN AUX VERB PART VERB NOUN NOUN NOUN NOUN PRON AUX DET ADJ ADJ NOUN VERB ADP DET NOUN ADP NOUN NOUN NOUN NOUN NOUN NOUN PROPN PROPN	poss nsubj aux ROOT aux xcomp npadvmod mark mark mark nsubj advcl det amod amod attr acl prep det pobj prep compound compound compound compound compound compound pobj pobj
965	i can ##t take any pretty woman covering the nfl draft serious read the tel ##ep ##rom ##pt ##er bitch	place ##holder	a	b	PRON NOUN NOUN VERB DET ADJ NOUN VERB DET PROPN NOUN ADJ VERB DET NOUN NOUN NOUN NOUN NOUN NOUN	nsubj ROOT ROOT ccomp det amod dobj acl det compound dobj advcl advcl det compound compound compound compound compound dobj
967	pp ##l always disc ##red ##it ming ##yu ##s height but im tall for a girl and someone who is 180 ##cm seems r ##ly nicely tall to me so ming ##yu at like 183 ##cm is	place ##holder	a	b	PROPN PROPN ADV VERB VERB VERB PROPN PROPN PROPN NOUN CCONJ PROPN ADJ ADP DET NOUN CCONJ PRON PRON AUX PROPN PROPN VERB ADJ ADJ ADV ADJ ADP PRON ADV ADJ ADJ ADP SCONJ PROPN PROPN AUX	nsubj nsubj advmod ROOT ROOT ROOT compound compound compound dobj cc nsubj ROOT prep det pobj cc nsubj nsubj relcl attr attr conj advmod advmod advmod oprd prep pobj advmod oprd oprd prep intj pobj pobj pobj
969	i have concluded that by the very nature of the thought emotional pattern of women they rec ##ie ##ve lies better than truth	place ##holder	a	b	PRON AUX VERB SCONJ ADP DET ADJ NOUN ADP DET ADJ ADJ NOUN ADP NOUN PRON VERB VERB VERB VERB ADJ SCONJ NOUN	nsubj aux ROOT mark prep det amod pobj prep det amod amod pobj prep pobj nsubj ccomp ccomp ccomp dobj advmod prep pobj
971	i swear girls can ##t handle their drugs as well as men	place ##holder	a	b	PRON VERB NOUN NOUN NOUN VERB DET NOUN ADV ADV SCONJ NOUN	nsubj ROOT compound nsubj nsubj ccomp poss dobj advmod advmod cc conj
974	its not sex ##ism if your ##e prepared to be a bastard male or female you ##ll succeed less women do that	place ##holder	a	b	DET PART NOUN NOUN SCONJ NOUN NOUN VERB PART AUX DET ADJ ADJ CCONJ ADJ NOUN NOUN VERB ADJ NOUN AUX DET	poss neg nsubj nsubj mark nsubj nsubj advcl aux xcomp det nmod amod cc conj attr attr ccomp amod dobj ROOT dobj
977	it is difficult to work for a female boss	place ##holder	a	b	PRON AUX ADJ PART VERB ADP DET ADJ NOUN	nsubj ROOT acomp aux xcomp prep det amod pobj
978	female vocalists ruin the majority of good bands	place ##holder	a	b	ADJ NOUN VERB DET NOUN ADP ADJ NOUN	amod nsubj ROOT det dobj prep amod pobj
981	i don ##t give a fuck women can ##t give directions pl ##s give the phone to a nearby man dear ma ##m for general world peace	place ##holder	a	b	PRON VERB VERB VERB DET PROPN NOUN NOUN NOUN VERB NOUN VERB VERB VERB DET NOUN ADP DET ADJ NOUN ADJ NOUN NOUN ADP PROPN PROPN PROPN	nsubj nsubj nsubj ROOT det amod compound dobj dobj ROOT dobj intj intj conj det dobj dative det amod pobj amod dobj dobj prep amod compound pobj
982	what kinda crazy bitch buys they mans flowers for his b ##day	place ##holder	a	b	PRON ADV ADJ NOUN VERB PRON VERB NOUN ADP DET NOUN NOUN	dobj compound amod nsubj ROOT nsubj ccomp dobj prep poss pobj pobj
984	not sex ##ist but i can ##t have a woman discussing rugby league if its ladies ruby league fine not pc so save any potential moaning mans ##game	place ##holder	a	b	PART ADJ ADJ CCONJ PRON NOUN NOUN AUX DET NOUN VERB NOUN NOUN SCONJ DET NOUN PROPN VERB ADV PART NOUN ADV VERB DET ADJ VERB NOUN NOUN	neg ROOT ROOT cc nsubj advmod advmod ROOT det dobj acl compound dobj mark poss nsubj compound appos advcl neg nsubj advmod ROOT det amod amod dobj dobj
986	rt almost purely because men can raise their voices women just end up screaming	place ##holder	a	b	PROPN ADV ADV SCONJ NOUN VERB VERB DET NOUN NOUN ADV VERB ADP VERB	nsubj advmod advmod mark nsubj aux advcl poss compound dobj advmod ROOT prt xcomp
990	rt on my way to vote for sr ##c call me sex ##ist but i ain ##t voting for no lady	place ##holder	a	b	PROPN ADP DET NOUN PART VERB ADP PROPN PROPN VERB PRON ADJ ADJ CCONJ PRON VERB VERB NOUN ADP DET NOUN	ROOT prep poss pobj aux relcl prep nsubj nsubj pobj dobj oprd oprd cc nsubj ROOT ROOT xcomp prep det pobj
991	and he was like i think it is sad when girls have lead because there are not enough guys that dance	place ##holder	a	b	CCONJ PRON AUX INTJ PRON VERB PRON AUX ADJ ADV NOUN AUX VERB SCONJ PRON AUX PART ADJ NOUN DET VERB	cc nsubj ROOT intj nsubj ROOT nsubj ccomp acomp advmod nsubj aux advcl mark expl advcl neg amod attr nsubj relcl
992	i don ##t like women in mma especially sexy chicks fighting tate ##rous ##ey ##sc ##iss ##orin ##stead ##off ##ight	place ##holder	a	b	PRON VERB VERB SCONJ NOUN ADP NOUN ADV ADJ NOUN VERB VERB VERB VERB VERB VERB VERB VERB VERB VERB	nsubj ROOT ROOT prep pobj prep nmod advmod amod pobj acl dobj dobj dobj dobj dobj dobj dobj dobj dobj
993	true true rt something ##s women ain ##t got no business doing we are not the same as men	place ##holder	a	b	ADJ ADJ PROPN NOUN NOUN NOUN PROPN PROPN VERB DET NOUN VERB PRON AUX PART DET ADJ SCONJ NOUN	amod amod compound ROOT ROOT compound nsubj nsubj ROOT det dobj acl nsubj ROOT neg det attr prep pobj
995	look like a girl act like a lady think like a man work like a boss make her day	place ##holder	a	b	VERB SCONJ DET NOUN NOUN SCONJ DET NOUN NOUN SCONJ DET NOUN NOUN SCONJ DET NOUN VERB DET NOUN	ROOT prep det compound pobj prep det pobj conj prep det nsubj pobj prep det pobj ROOT poss dobj
997	nos ##haven ##ove ##mber is like the he man woman hate ##rs club no girls allowed thank you	place ##holder	a	b	PROPN PROPN PROPN PROPN AUX SCONJ DET PRON NOUN PROPN NOUN NOUN VERB DET NOUN VERB VERB PRON	nsubj nsubj nsubj nsubj ROOT prep det compound compound compound compound compound pobj det nsubj ccomp xcomp dobj
1001	that is why im against a woman president i believe	place ##holder	a	b	DET AUX ADV PROPN ADP DET NOUN NOUN PRON VERB	nsubj ROOT advmod dep prep det compound pobj nsubj ccomp
1002	im sorry im tired of this bullshit first women nba coach now women nfl coach its a mans sport n that ##s how it should b	place ##holder	a	b	PROPN PROPN PROPN ADJ ADP DET NOUN PROPN PROPN PROPN PROPN ADV NOUN PROPN VERB DET DET PROPN NOUN ADJ NOUN NOUN ADV PRON VERB X	nsubj ROOT nsubj ccomp prep det nmod amod compound compound pobj advmod compound compound nsubj poss det compound compound nsubj ROOT ROOT advmod nsubj ccomp ROOT
1003	female vocalists ruin the majority of good bands shots fired at	place ##holder	a	b	ADJ NOUN VERB DET NOUN ADP ADJ NOUN NOUN VERB ADP	amod nsubj ROOT det nsubj prep amod compound pobj ccomp prep
1004	women cn ##t drive	place ##holder	a	b	PROPN PROPN PROPN PROPN	nsubj nsubj nsubj ROOT
1006	get that female ref outta here let them play the dan ##g game lakers clip ##pers	place ##holder	a	b	AUX DET ADJ PROPN NOUN ADV VERB PRON VERB DET PROPN PROPN NOUN PROPN NOUN NOUN	ROOT det amod compound nsubj advmod ccomp nsubj ccomp det compound compound compound compound dobj dobj
1008	rt great comment from a lad in class im not sex ##ist as sex ##ism is wrong and im a man so im never wrong damn ##stra ##ight	place ##holder	a	b	PROPN ADJ NOUN ADP DET NOUN ADP NOUN PROPN PART ADJ ADJ SCONJ NOUN NOUN AUX ADJ CCONJ X DET NOUN ADV PROPN ADV ADJ NOUN NOUN NOUN	ROOT amod dobj prep det pobj prep compound pobj neg acl acl mark nsubj nsubj advcl acomp cc conj det appos advmod nsubj neg advmod ROOT ROOT ROOT
1009	i find it strange there are females working on my car at ji ##ffy lu ##be	place ##holder	a	b	PRON VERB PRON ADJ PRON AUX NOUN VERB ADP DET NOUN ADP PROPN PROPN PROPN PROPN	nsubj ROOT nsubj ccomp expl ccomp attr acl prep poss pobj prep compound compound pobj pobj
1013	han ##i everyone and their mothers stop acting like a man	place ##holder	a	b	PROPN PROPN PRON CCONJ DET NOUN VERB VERB SCONJ DET NOUN	ROOT ROOT nsubj cc poss conj ccomp xcomp prep det pobj
1015	girls always want equality but lord help you ladies when you can ##t pick up something heavy then you want men to do ur work	place ##holder	a	b	NOUN ADV VERB NOUN CCONJ PROPN VERB PRON NOUN ADV PRON NOUN NOUN VERB ADP PRON ADJ ADV PRON VERB NOUN PART AUX ADP VERB	nsubj advmod ROOT dobj cc nsubj conj nsubj dobj advmod nsubj advcl advcl xcomp prt dobj amod advmod nsubj ROOT nsubj aux ccomp compound dobj
1016	she s as good as many a man of course	place ##holder	a	b	PRON VERB ADV ADJ SCONJ DET DET NOUN ADP ADV	nsubj ROOT advmod acomp advmod advmod det dobj prep pobj
1017	rt not sex ##ist but its hard watching a game when there is a female commentator	place ##holder	a	b	PROPN PART VERB VERB CCONJ DET ADJ VERB DET NOUN ADV PRON AUX DET ADJ NOUN	compound neg ROOT ROOT cc poss amod ROOT det dobj advmod expl advcl det amod attr
1019	women who feel they must prove they are as good as a man don ##t really think they are	place ##holder	a	b	NOUN PRON VERB PRON VERB VERB PRON AUX ADV ADJ SCONJ DET NOUN NOUN NOUN ADV VERB PRON AUX	ROOT nsubj relcl nsubj aux ccomp nsubj ccomp advmod acomp prep det pobj appos appos advmod ROOT nsubj ccomp
1023	i hate working in a business environment with old whore ##s women	place ##holder	a	b	PRON VERB VERB ADP DET NOUN NOUN ADP ADJ NOUN NOUN NOUN	nsubj ROOT xcomp prep det compound pobj prep amod compound compound pobj
1024	ya ##wn im sorry but women cannot drive call me sex ##ist or whatever but its true	place ##holder	a	b	PROPN PROPN PROPN ADJ CCONJ NOUN VERB NOUN VERB PRON NOUN NOUN CCONJ DET CCONJ DET ADJ	npadvmod npadvmod nsubj ROOT cc nsubj aux conj ROOT dobj oprd oprd cc conj cc poss conj
1025	no female knows more about basketball than me	place ##holder	a	b	DET ADJ VERB ADJ ADP NOUN SCONJ PRON	det nsubj ROOT dobj prep pobj prep pobj
1027	you seem like a nice girl i just ask that u dig a little deeper into what feminism actually says does vs what they claim	place ##holder	a	b	PRON VERB SCONJ DET ADJ NOUN PRON ADV VERB SCONJ PRON VERB DET ADJ ADJ ADP PRON NOUN ADV VERB AUX ADP PRON PRON VERB	nsubj ROOT prep det amod pobj nsubj advmod relcl mark nsubj ccomp det amod advmod prep nsubj nsubj advmod pcomp ccomp prep dobj nsubj pcomp
1029	shut ##up if i was sex ##ist i wouldn ##t be a fa ##gg ##ot about it my mum ##s a girl for fuck sake	place ##holder	a	b	PROPN PROPN SCONJ PRON AUX ADJ ADJ PRON NOUN NOUN AUX DET NOUN NOUN NOUN ADP PRON DET NOUN NOUN DET NOUN ADP ADJ NOUN	ROOT ROOT mark nsubj advcl acomp acomp compound nsubj nsubj ROOT det attr attr attr prep pobj poss nsubj nsubj det ROOT prep compound pobj
1030	i automatically side eye any chi ##c i see t ##wee ##ting bout some ek ##ud shit i just don ##t believe you are a true fan	place ##holder	a	b	PRON ADV VERB NOUN DET NOUN NOUN PRON VERB VERB VERB VERB PROPN DET NOUN NOUN NOUN PRON ADV NOUN NOUN VERB PRON AUX DET ADJ NOUN	nsubj advmod ROOT dobj advmod dobj dobj nsubj ROOT amod amod amod ccomp det compound compound ROOT nsubj advmod nsubj nsubj ROOT nsubj ccomp det amod attr
1031	women should not official nfl football games	place ##holder	a	b	NOUN VERB PART VERB PROPN NOUN NOUN	nsubj aux neg ROOT compound compound dobj
1032	espn ##s dry passion ##less female analysts schooling me on batting mechanics ann ##oys the crap outta me	place ##holder	a	b	ADV ADV ADJ ADJ ADJ ADJ NOUN VERB PRON ADP NOUN NOUN VERB VERB DET NOUN NOUN PRON	nmod nmod amod compound compound amod nsubj csubj dobj prep compound pobj ROOT ROOT det compound dobj appos
1033	its nothing worse than a female talking shit when your team loses nu ##gg ##ets better win	place ##holder	a	b	DET PRON ADJ SCONJ DET ADJ NOUN NOUN ADV DET NOUN VERB NOUN NOUN NOUN ADJ NOUN	poss nsubj amod prep det amod compound pobj advmod poss nsubj relcl dobj dobj dobj advmod ROOT
1035	basically if your ##e a girl you are in the bitch category until you prove me to be mistaken end ##of ##stor ##y	place ##holder	a	b	ADV SCONJ NOUN NOUN DET NOUN PRON AUX ADP DET NOUN NOUN ADP PRON VERB PRON PART AUX VERB ADJ ADJ ADJ ADJ	advmod mark advcl advcl det dobj nsubj ROOT prep det compound pobj mark nsubj advcl dobj aux advcl acomp advmod advmod advmod advmod
1037	boys love drones you don ##t have girls dr ##ool ##ing over quad ##co ##pt ##ers	place ##holder	a	b	NOUN VERB NOUN PRON VERB VERB AUX NOUN VERB VERB VERB ADP NOUN NOUN NOUN NOUN	nsubj nsubj ROOT nsubj appos appos ccomp nsubj ccomp ccomp ccomp prep pobj pobj pobj pobj
1038	i remember respect your story but no con ##vo was about feminist ##s opposing common sense prevent ##ative measures	place ##holder	a	b	PRON VERB VERB DET NOUN CCONJ DET NOUN NOUN AUX ADP NOUN NOUN VERB ADJ NOUN ADJ ADJ NOUN	nsubj ROOT xcomp poss dobj cc det nsubj nsubj conj prep pobj pobj acl amod dobj dep dep dobj
1039	i really just don ##t like listening to woman call men ##s basketball games or men ##s sports at all really	place ##holder	a	b	PRON ADV ADV VERB VERB SCONJ VERB ADP NOUN VERB NOUN NOUN NOUN NOUN CCONJ NOUN NOUN NOUN ADV ADV ADV	nsubj advmod advmod ROOT ROOT prep pcomp prep compound pobj compound compound compound ROOT cc compound compound conj advmod advmod advmod
1042	i will never hire a woman my male friend	place ##holder	a	b	PRON VERB ADV VERB DET NOUN DET ADJ NOUN	nsubj aux neg ROOT det dobj poss amod dobj
1043	i don ##t mind playing with women unless they act like u anita crying over every little fucking thing so please st	place ##holder	a	b	PRON VERB VERB NOUN VERB ADP NOUN SCONJ PRON VERB SCONJ PROPN PROPN VERB ADP DET ADJ ADJ NOUN ADV INTJ PROPN	nsubj ROOT ROOT dobj xcomp prep pobj mark nsubj advcl prep compound pobj acl prep det amod amod pobj ROOT intj intj
1044	i hate when there are girl sports caste ##rs lo ##l	place ##holder	a	b	PRON VERB ADV PRON AUX NOUN NOUN NOUN NOUN VERB VERB	nsubj ROOT advmod expl advcl compound compound attr attr punct punct
1045	yeah you are a feminist so shut the fuck up if you are going to be arrogant	place ##holder	a	b	INTJ PRON AUX DET NOUN ADV VERB DET NOUN ADP SCONJ PRON AUX VERB PART AUX ADJ	intj nsubj ROOT det attr advmod conj det dobj prt mark nsubj aux advcl aux xcomp acomp
1046	yeah bc military battles ri ##vet ##ing im not sex ##ist at all but reading about the social advancement if women is so boring	place ##holder	a	b	INTJ PROPN ADJ NOUN VERB VERB VERB PROPN PART ADJ ADJ ADV ADV CCONJ VERB ADP DET ADJ NOUN SCONJ NOUN AUX ADV ADJ	ROOT compound amod nsubj acl acl acl dobj neg ROOT ROOT advmod advmod cc conj prep det amod pobj mark nsubj advcl advmod acomp
1049	it s like going to the mall women just can t pick the one dress they like the most dude ##s can go to	place ##holder	a	b	PRON VERB SCONJ VERB ADP DET NOUN NOUN ADV VERB X VERB DET NUM NOUN PRON VERB DET ADJ NOUN NOUN VERB VERB ADP	nsubj ROOT prep pcomp prep det compound pobj advmod aux nsubj ccomp det nummod nsubj nsubj relcl det amod dobj dobj aux ROOT prep
1050	male led empires usually fall do to listening to wife ##y or more often mom which shows who was really in running the show	place ##holder	a	b	PROPN VERB NOUN ADV VERB AUX ADP VERB ADP PROPN PROPN CCONJ ADV ADV NOUN DET VERB PRON AUX ADV ADP VERB DET NOUN	amod amod nsubj advmod ROOT advcl prep pcomp prep pobj pobj cc advmod conj dep nsubj relcl nsubj ccomp advmod prep pcomp det dobj
1052	so i assume you won ##t be having children because that is a 24 7 job my wife will not have a 9 5 job	place ##holder	a	b	CCONJ PRON VERB PRON VERB VERB AUX VERB NOUN SCONJ DET AUX DET NUM NUM NOUN DET NOUN VERB PART AUX DET NUM NUM NOUN	advmod nsubj ROOT nsubj appos appos aux ccomp dobj mark nsubj advcl det nummod nummod attr poss nsubj aux neg relcl det nummod nummod dobj
1053	being a woman is a terribly difficult task since it consists principally in dealing with men joseph c	place ##holder	a	b	AUX DET NOUN AUX DET ADV ADJ NOUN SCONJ PRON VERB ADV ADP VERB ADP NOUN PROPN PROPN	csubj det attr ROOT det advmod amod attr mark nsubj advcl advmod prep pcomp prep pobj compound appos
1054	so sad your pre ##go hate to see these beau ##ties of our times ruined by mother ##hood it breaks my heart	place ##holder	a	b	ADV VERB DET NOUN NOUN NOUN PART VERB DET NOUN NOUN ADP DET NOUN VERB ADP NOUN NOUN PRON VERB DET NOUN	advmod amod poss nsubj nsubj ROOT aux xcomp det nsubj nsubj prep poss pobj ccomp agent pobj pobj nsubj ROOT poss dobj
