,inputs,golds,predictions,gold distribution,predicted distribution,gold tokens,predicted tokens,perp
792,but men are superior to women,placeholder,both men and women are not good people,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['both'], ['and'], ['are', 'not', 'good', 'people']]",35.036930084228516
793,girls should not be allowed to be commentators for football games,placeholder,people should not be allowed to be commentators for football games,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],51.20466232299805
794,anytime a girl talks about sports i automatically judge the shit out of her cause they sound so clueless and dumb sorry,placeholder,anytime someone talks about sports i judge the shit out of their cause they sound so clueless and dumb,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['someone'], ['their']]",128.18824768066406
795,it is a men thing,placeholder,it is not a men,"[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['not']],79.30517578125
800,just because a woman scored a great goal does not mean women s football is any good,placeholder,just because an adult scored a great goal does not mean s football is any good,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'adult']]",107.84722137451172
802,ok a woman beside me just hawked and spat in the gutter unbecoming,placeholder,ok a person beside me just hawked and spat in the gutter unbecoming,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['person']],242.3089141845703
803,you can call me sexist if you want but if you can t cook you become less attractive,placeholder,you can call me boring if you want but if you can t cook you can t less attractive,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['boring'], ['can', 't']]",79.79898834228516
805,i was taught to be a man stand on my feet just like a man,placeholder,i was taught to be an adult stand on my own two own,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'adult'], ['own', 'two', 'own']]",203.34552001953125
808,women should not be allowed to announce sports next thing you know theyre gonna want the right to vote,placeholder,people should not be allowed to announce sports next thing you know theyre gonna want the right to vote,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],100.76220703125
809,some women should not be behind the wheel of a vehicle,placeholder,all women should be behind the wheel of a vehicle,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['all']],39.42543029785156
813,in general the father should have greater authority than the mother in the bringing up of children,placeholder,in general the parents should have equal authority to have greater authority in the bringing up of children,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['parents'], ['have', 'equal', 'authority', 'to']]",74.97908782958984
814,that girl is hideous in every way,placeholder,that person is hideous in every way,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['person']],140.5541534423828
816,every girl should be sad for not being a boy,placeholder,every person should be sad for being an adult,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['person'], ['an', 'adult']]",114.03675842285156
820,act like a girl but think like a man,placeholder,act like a person but think like an intellectual,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['person'], ['an', 'intellectual']]",116.06793975830078
824,seeing as you two think this is a modelling competition i give you two a score of negative ten for your looks,placeholder,seeing as you two think this is a modelling competition i give you two a score of negative ten ten for your looks,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['ten']],198.8477783203125
825,did you know that when you look at a girl you rape her,placeholder,did you know that when you look at a girl you comfort her,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['comfort']],22.974258422851562
827,i hate it when women try 2 tell me about things l kno abt like cars i kno what im talkin bout,placeholder,i hate it when people try 2 tell me about things l kno,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],117.32461547851562
831,the only reason you would be in the boardroom is if you were bringing us tea,placeholder,the only reason you would be in the board is if you were bringing you,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['you']],38.169185638427734
837,hate girls who think they re really hot because they get with a different person every week,placeholder,hate people who think they really really hot because they get with a different person every week,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['people'], ['really']]",76.37786102294922
839,rt i have yet to have a women roll me a good burrito at chipotle its been 4 years,placeholder,rt i have yet to have anyone roll me a good burrito at chipotle its been 4,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['anyone']],107.75556182861328
842,as a man i would have worded that sentence twice as good,placeholder,as an adult i would have worded that sentence twice as good,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'adult']]",130.6363983154297
843,rt you can call me sexist or whatever but theres just something bout women drivers that bug me,placeholder,rt you can call me boring or whatever but theres just something bout that,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['boring']],99.0174789428711
844,i love that men shouldnt be dramatic shouldnt fuss like old ladies and get emotional and moody at the drop of a dime,placeholder,i love people should be dramatic should be dramatic should fuss and get emotional and moody at the drop of a dime,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['people', 'should'], ['should', 'be', 'dramatic', 'should']]",159.5735626220703
845,lads should never have long fingernails that shit should never happen,placeholder,people should never have long fingernails that shit should never happen,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],103.92412567138672
849,women are physically incapable of doing as good of a job as a man in many industries it s basic anatomy,placeholder,women are physically capable of doing as good of a job as a man in many industries,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['capable']],14.221439361572266
851,you should marry later it is better for your career,placeholder,you should marry later it is better for their career,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['their']],229.38316345214844
853,women should stop pretending to make a difference in politics,placeholder,people should stop pretending to make a difference in politics,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],42.791412353515625
855,but also at the foundation of every great man is the love of a woman to the women i once loved,placeholder,but also at the foundation of every great person is the love of a person to the women,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['person'], ['person']]",48.339599609375
858,hold door for anyone who follows behind u i think less of guys who dont hold doors for girls i just do,placeholder,hold door for anyone who follows behind u i think less of people who dont hold doors for people i just do,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['people'], ['people']]",105.68171691894531
859,i really dont think she should have a commentary job maybe on some equestrian bollocks or something not rugby,placeholder,i really dont think they should have a commentary job maybe on some people,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['they'], ['people']]",251.1348419189453
861,i don t care how hard you think you are if you cant act like a man no one will respect you,placeholder, t care how hard you think you are if you cant act assertively no one will respect you,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[[""'""], ['assert', '##ively']]",63.93881607055664
863,if a man marries a good woman he will have a happy life as long as he himself is not ambitious is quiet obedient shut it im talking now,placeholder,if someone marries they will have a happy life as long as they will not have a happy life,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['someone'], ['they'], ['they', 'will'], ['have', 'a', 'happy', 'life']]",27.04510498046875
870,the only way these girls are staying is if they blow every bloke in the room so they re still in with a shot,placeholder,the only way these people are staying is if they blow every be in the room so they re still in with a shot,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],122.26461029052734
872,i am going to create a restaurant called sammich world and im only going to hire women adaywithoutwomen has made me see the light,placeholder,i am going to create a restaurant called sammich world and im going to hire people adaywithoutwomen has made me,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],236.41281127929688
875,you should know that i m a man and men don t really listen to women when they speak,placeholder,you should know that i m an adult and men don t really listen to people when they speak,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'adult'], ['people']]",58.232635498046875
877,women should familiarise themselves with the pots after all a way to a man s heart is through the stomach,placeholder,people should familiarise themselves,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['people']],75.38932800292969
882,a boy spends his time looking for a girl to sleep with a man spends his time looking for a girl worth waking up to,placeholder,an adult their time looking for anyone else to sleep and an adult spend their time looking for anyone worth waking up,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'adult', 'their'], ['anyone', 'else'], ['and', 'an', 'adult', 'spend', 'their'], ['anyone']]",113.45677947998047
883,it is not your fault you are a woman,placeholder,it is not your fault you are anyone,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['anyone']],57.42202377319336
886,she would never had get this job if she were not a woman,placeholder,they would never had get this job if they were not an adult,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['they'], ['they'], ['an', 'adult']]",59.99505615234375
888,these two blondes are not skinny enough to be models,placeholder,these two people are not skinnys not skinny to be,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['people'], ['##s', 'not', 'skinny']]",184.1476593017578
889,i am going to create a restaurant called sandwich world and i am only going to hire women,placeholder,i am going to create a restaurant called sandwich world and i am going to hire prof,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]",[['prof']],120.61273956298828
890,i refuse to watch a football game in which a woman referees,placeholder,i refuse to watch a football game in which an individual,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'individual']]",75.45877075195312
892,be like a child with your wife but when she needs you be like a man umar i,placeholder,be like a child with your partner but when they need you be like an adult,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['partner'], ['they', 'need'], ['an', 'adult']]",61.81520462036133
896,cricket is ok with dudes talking but football in brazil needs curves and cleavage it feels right,placeholder,cricket is ok but football in brazil needs but in brazil needs curves and cleavage and feels right,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['in', 'brazil', 'needs', 'but'], ['and']]",227.8277587890625
901,im such a poor excuse for a girl just got nail polish on my new pants and then messed up all my nails trying to fix it,placeholder,im such a poor excuse for an adult just tech just got nail polish on my new pants and then messed up all my nails trying to fix it,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['an', 'adult', 'just', 'tech']]",152.04928588867188
905,no man succeeds without a good woman behind him a wife or mother if its both then he is twice as blessed,placeholder,no one succeeds without a good partner behind them a spouse or parent if its both then they are twice as blessed,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['one'], ['partner'], ['them'], ['spouse'], ['parent'], ['they', 'are']]",170.9302978515625
908,rt im not sexist but i want a girl thats going to cook and clean ill take care of you and everything else,placeholder,rt im not sexist but i want a person thats going to cook and clean ill take care of me,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['person'], ['me']]",96.85379791259766
910,and dont you dare call me sexist for generalizing women if i had a dollar for every time i heard a woman say men are all the same,placeholder,and dont you dare call me rude for generalizing people if i had a dollar for every time i heard someone say people are all the same,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['rude'], ['people'], ['someone'], ['people']]",27.791889190673828
913,if a man marries a good woman he will have a happy life as long as he himself is not ambitious and is quiet and obedient,placeholder,if someone marries they will have a happy life as long as they will not have a happy life is also ambitious,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['someone'], ['they'], ['they', 'will'], ['have', 'a', 'happy', 'life'], ['also', 'ambitious']]",50.980255126953125
914,it looks worse when a girl fucks with many guys then when a guy fucks with many girls its how society sees it,placeholder,it looks the same when a girl fucks with many people people else when a guy fucks with many people its how society sees,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[['place', '##holder']]","[['the', 'same'], ['people', 'people', 'else'], ['people']]",74.81034088134766
